earn,height,sex,race,ed,age
24867.3944914387,59.74,female,white,13.0,41.0
27052.3145447836,74.2,male,white,16.0,35.0
95353.794962225,69.22,male,white,14.0,70.0
24862.3904718197,66.82,female,white,15.0,73.0
39757.9472100514,64.79,male,white,16.0,90.0
28612.7898884795,62.2,male,hispanic,12.0,67.0
-1.50936964863578,64.92,male,white,12.0,59.0
111285.63662324,72.19,male,white,18.0,51.0
987.783751585589,66.04,female,hispanic,11.0,53.0
48687.8484753642,65.16,female,white,18.0,63.0
13713.7442426761,61.86,female,white,12.0,55.0
47740.9784984125,70.87,male,white,16.0,38.0
998.743384307228,62.2,female,white,11.0,30.0
42941.4351052398,71.11,male,white,14.0,36.0
74706.6532959308,70.24,male,white,18.0,47.0
19037.4454862462,67.15,male,hispanic,,26.0
39157.7510357454,62.05,female,white,17.0,38.0
21664.6599424119,63.05,female,hispanic,12.0,39.0
128217.042224129,60.94,female,white,14.0,41.0
7935.49480666059,71.42,male,white,12.0,22.0
1001.90663270767,64.92,female,white,12.0,32.0
,63.15,female,white,10.0,64.0
44533.1100039177,66.12,male,white,12.0,48.0
13695.752850286,64.1,female,white,15.0,24.0
16880.9998315911,65.96,female,white,13.0,55.0
15296.7303638123,68.23,female,white,14.0,45.0
32784.8272263708,60.26,female,white,12.0,41.0
19053.5691050415,65.21,male,white,12.0,75.0
24854.2306409617,64.69,female,white,14.0,70.0
32789.3796661253,60.64,female,white,14.0,40.0
45525.7374951262,64.01,female,white,14.0,40.0
1432.29097374576,65.79,female,white,15.0,25.0
55693.5517533498,68.99,male,white,14.0,78.0
42341.556083029,65.93,female,hispanic,14.0,36.0
43933.8280668161,66.67,female,white,17.0,38.0
23263.2462506252,68.63,female,white,12.0,34.0
50908.8970813513,65.76,male,white,16.0,37.0
16906.3460390581,68.97,female,white,14.0,36.0
11121.5282649971,69.72,male,white,16.0,34.0
44492.4222581206,71.03,male,white,17.0,50.0
95400.5609817628,73.8,male,white,13.0,58.0
19050.8316923704,68.91,male,white,4.0,66.0
1013.52622790713,65.0,female,white,13.0,67.0
,65.21,female,white,12.0,50.0
24857.5303329462,74.88,female,white,13.0,79.0
23863.0123251893,71.57,male,white,11.0,67.0
42322.0737112319,64.12,female,white,15.0,36.0
992.885672062796,58.99,female,black,12.0,47.0
-49.5976242316242,70.96,male,other,12.0,24.0
41288.4230868218,71.91,male,hispanic,16.0,29.0
30767.8461101159,,female,black,10.0,40.0
1001.49804266558,68.29,female,black,12.0,26.0
20079.5574272996,63.8,female,black,12.0,77.0
127226.599652973,69.95,male,white,17.0,43.0
77309.5329351063,66.06,female,white,13.0,43.0
28575.3855635215,62.05,male,other,16.0,31.0
135137.686883976,70.25,male,white,15.0,69.0
56657.6081257394,64.13,female,black,12.0,51.0
8027.18531618615,68.63,male,white,16.0,26.0
15309.4702056486,63.81,female,hispanic,13.0,26.0
48708.1791232664,66.66,female,white,16.0,31.0
127277.492490206,72.18,male,white,14.0,62.0
56642.969612385,65.09,female,white,16.0,36.0
20084.6692833515,62.95,female,white,14.0,38.0
317949.127955061,70.24,male,white,,38.0
7375.92570936378,63.98,female,white,16.0,49.0
3199.96325523417,68.07,male,white,12.0,22.0
39169.1000544924,66.02,female,white,,73.0
3128.40045423806,65.48,male,hispanic,15.0,27.0
23908.082328374,70.4,male,white,17.0,34.0
10533.1039963861,61.49,female,white,,69.0
7869.85708849864,65.83,male,white,12.0,79.0
,65.86,female,hispanic,12.0,25.0
45509.3990429654,63.86,female,white,18.0,52.0
15290.2441182621,69.81,female,white,12.0,39.0
95402.6598745111,74.25,male,white,14.0,56.0
1889.14088316683,66.1,male,white,12.0,23.0
3224.43607582189,62.09,female,hispanic,3.0,68.0
12132.5027696978,65.95,female,white,13.0,47.0
34398.5804366668,62.01,female,white,12.0,35.0
69966.2128885529,68.9,male,white,12.0,62.0
46143.8478216483,68.08,male,black,16.0,40.0
4767.09597374661,72.33,male,hispanic,14.0,22.0
19086.1244824656,64.04,male,black,13.0,26.0
988.878651448201,64.1,female,black,16.0,23.0
1000.68811662548,59.57,female,hispanic,9.0,43.0
31859.9039539382,72.28,male,hispanic,12.0,32.0
2912.61685643064,61.72,female,black,5.0,77.0
58812.5554780609,74.52,male,white,16.0,29.0
12721.5684022168,65.93,male,other,10.0,64.0
55596.6235470168,68.04,male,hispanic,16.0,34.0
39687.7203364583,61.89,male,other,14.0,41.0
29600.80026329,71.22,female,white,10.0,33.0
48698.5173261034,62.99,female,black,16.0,40.0
31762.5194770489,68.73,male,white,18.0,73.0
19176.3341880439,70.83,male,hispanic,6.0,44.0
1003.94818935734,64.17,female,hispanic,12.0,69.0
16898.1539759619,66.07,female,white,12.0,72.0
28592.6154784873,72.31,male,white,14.0,52.0
986.165728698769,62.46,female,hispanic,15.0,63.0
31868.4793403152,71.49,male,black,12.0,30.0
50293.3455419254,67.94,female,white,16.0,47.0
9521.39185162996,64.41,male,hispanic,10.0,40.0
1004.20977744948,64.37,female,white,12.0,42.0
19095.2615453343,69.52,male,white,13.0,44.0
21672.4590284355,65.56,female,white,16.0,37.0
42342.1759299248,67.01,female,white,17.0,38.0
24857.4413604567,67.82,female,black,11.0,35.0
48694.1241676915,64.07,female,white,17.0,32.0
4199.25482208603,65.01,female,white,14.0,45.0
7876.23087159809,69.78,male,other,13.0,26.0
85249.2838792362,71.28,female,white,14.0,30.0
993.735798257432,63.83,female,white,12.0,40.0
4159.03322157321,61.54,female,white,13.0,22.0
39787.6214099871,70.48,male,white,17.0,33.0
8056.63501215389,73.65,male,white,12.0,22.0
34382.0740264456,64.86,female,white,13.0,31.0
28038.3578937832,70.0,female,white,15.0,31.0
20087.0438961784,63.81,female,white,13.0,41.0
66771.7539282786,70.25,male,hispanic,14.0,48.0
33417.5208538918,74.3,male,white,12.0,37.0
10531.9881266657,63.14,female,hispanic,12.0,69.0
994.515746507949,59.23,female,hispanic,12.0,50.0
39790.7425975321,73.85,male,white,14.0,28.0
5753.10762270653,66.17,female,white,14.0,23.0
6722.68142995174,64.94,female,white,15.0,71.0
6373.6175685778,70.59,male,white,12.0,23.0
31879.3535269404,69.07,male,white,14.0,62.0
82711.753363371,60.14,male,white,15.0,54.0
96406.7613267083,64.37,female,white,12.0,47.0
24839.6398412734,,female,white,13.0,45.0
143040.708851371,,male,white,16.0,54.0
42349.1938093216,61.38,female,white,14.0,69.0
1013.28842229702,62.68,female,hispanic,13.0,36.0
3153.35665292635,69.16,male,white,12.0,25.0
26434.5026070359,66.82,female,white,12.0,65.0
39165.9289402853,65.15,female,hispanic,11.0,31.0
23905.6894085143,67.55,male,hispanic,16.0,32.0
66770.3896483816,74.1,male,white,17.0,47.0
1007.81676112648,62.35,female,white,15.0,52.0
16902.2396528115,64.83,female,white,12.0,47.0
27044.398985041,70.96,male,hispanic,13.0,40.0
48702.1770934611,64.03,female,white,14.0,38.0
1000.8856431763,64.92,female,white,16.0,26.0
51874.2088709548,68.84,female,white,17.0,41.0
58234.5809653042,63.6,female,hispanic,17.0,38.0
15865.7268275005,71.9,male,hispanic,13.0,24.0
32792.0539545984,63.12,female,white,15.0,33.0
39160.158504899,64.93,female,white,12.0,33.0
27043.6720522342,72.12,male,white,12.0,36.0
37592.311734899,64.49,female,white,14.0,52.0
40747.9655119059,63.91,female,white,12.0,37.0
79603.4564638413,71.36,male,white,12.0,54.0
1006.46990206972,63.48,female,white,14.0,43.0
32793.912006464,61.82,female,white,12.0,34.0
48693.2024538462,66.01,female,white,16.0,37.0
12137.6764657013,63.95,female,white,10.0,43.0
11176.0659373347,66.99,male,white,10.0,82.0
47774.2522227392,67.79,male,white,11.0,36.0
5761.17534334497,66.38,female,white,12.0,28.0
32799.1446940046,65.97,female,white,14.0,47.0
64607.9618716391,65.68,female,white,16.0,
15899.4031550977,67.02,male,white,12.0,81.0
25361.8283789109,66.1,male,white,12.0,41.0
,63.27,female,white,9.0,55.0
26432.8864567014,67.89,female,white,13.0,47.0
28644.500098047,70.32,male,white,12.0,31.0
20065.0827364581,62.98,female,white,16.0,30.0
6354.84212675623,70.09,male,black,14.0,25.0
95416.6067984548,71.92,male,white,12.0,49.0
68428.9230580318,74.92,male,white,17.0,44.0
50299.0512923305,61.97,female,white,14.0,43.0
80518.409375972,67.98,female,white,,43.0
43919.8943431691,68.18,female,white,14.0,33.0
47712.4409351132,69.85,male,white,17.0,60.0
19182.6074308127,73.26,male,black,13.0,25.0
987.26513123966,69.01,female,white,16.0,43.0
32798.0511760252,62.37,female,white,17.0,34.0
24849.1932942171,60.3,female,black,12.0,80.0
40757.9350769351,64.17,female,other,16.0,41.0
4184.2226846731,60.19,female,hispanic,6.0,71.0
4755.73650797254,72.94,male,hispanic,15.0,24.0
175901.453597818,65.9,female,other,18.0,52.0
87473.9687783999,68.82,male,white,18.0,75.0
92205.596105924,69.62,male,white,18.0,57.0
16905.5578510981,70.08,female,white,16.0,40.0
30173.3803632981,71.68,male,white,12.0,33.0
24853.5195136729,61.31,female,white,18.0,86.0
13710.6713116427,63.64,female,white,12.0,37.0
95426.0144102907,71.65,male,white,12.0,54.0
9575.46185684499,68.22,male,white,12.0,31.0
